Notification ID,Alarm Number,Alarm Type,Severity,Alarm Time,Probable Cause,Probable Cause Code,Alarm Text,Distinguished Name,Object Class,Acknowledgement State,Acknowledgement Time/UnAcknowledgement Time,Acknowledgement User,Cancel State,Cancel Time,Cancel User,Name,Maintenance Region Name,Site Name,Site Priority,Site Address,Extra Information,Diagnostic Info,User Additional Information,Supplementary Information,Additional Information 1,Additional Information 2,Additional Information 3,Correlation Indicator,Notes Indicator,Trouble Ticket Indicator,Alarm Sound,Instance Counter,Consecutive Number,Alarm Insertion Time,Alarm Update Time,Controlling Object Name,Origin Alarm Time,Origin Alarm Update Time,Origin Acknowledgement/UnAcknowledgement Time,Origin Cancel Time,Related DN's
16607956818870000023373,160608,Equipment,Major,2022-08-18 12:07:59,Link failure,517,CCDB Communication Failure,PLMN-PLMN/NTAS-s3tas01/SERVICE-tafe,SERVICE,true,2022-08-18 12:08:07,WITHCANCEL,true,2022-08-18 12:08:06,,,,,null,,,,,"{""specific_problem"": ""PoolType=fs5k:PoolId=6:PoolMemberId=0:Resource_type=ccdbLink:communicationFailure"", ""additional_info"": ""Link to RTDB server is lost"", ""host"": ""s3tas01-tafe-1"", ""container"": ""a2bff59333c5"", ""process"": ""sbl.elf""}",,,,false,false,,false,1,58172044,2022-08-18 12:08:02,2022-08-18 12:07:59,,2022-08-18 12:07:59 +08:00,2022-08-18 12:07:59 +08:00,2022-08-18 12:08:07 +08:00,2022-08-18 12:08:06 +08:00,
16607956817940000023371,160680,Communication,Critical,2022-08-18 12:07:59,Unavailable,14,TAFE lost connection to iCDF,PLMN-PLMN/NTAS-s3tas01/SERVICE-tafe,SERVICE,true,2022-08-19 14:00:02,cleanup,true,2022-08-18 12:08:05,,,,,null,,,,,"{""specific_problem"": ""PoolType=fs5k:PoolId=6:PoolMemberId=0:Resource_type=icdfLink:diamType=Abf:diamAppInstId=0:diamRemoteIndex=0:linkDown"", ""additional_info"": ""Connection to the iCDF <10.245.0.145> is down"", ""host"": ""s3tas01-tafe-1"", ""container"": ""a2bff59333c5"", ""process"": ""sbl.elf""}",,,,false,false,,false,1,58172045,2022-08-18 12:08:02,2022-08-18 12:07:59,,2022-08-19 14:00:02 +08:00,2022-08-19 14:00:02 +08:00,2022-08-19 14:00:02 +08:00,2022-08-18 12:08:05 +08:00,
16607956818570000023372,160621,Processing,Critical,2022-08-18 12:07:59,Configuration Or Customizing Error,307,IM Connection Failure,PLMN-PLMN/NTAS-s3tas01/SERVICE-tafe,SERVICE,true,2022-08-19 14:00:02,cleanup,true,2022-08-18 12:08:01,,,,,null,,,,,"{""specific_problem"": ""PoolType=fs5k:PoolId=6:PoolMemberId=0:Resource_type=imLink:imConnectFailure"", ""additional_info"": ""Connections to 0.0.0.0 IM peer failed."", ""host"": ""s3tas01-tafe-1"", ""container"": ""a2bff59333c5"", ""process"": ""sbl.elf""}",,,,false,false,,false,1,58172046,2022-08-18 12:08:02,2022-08-18 12:07:59,,2022-08-19 14:00:02 +08:00,2022-08-19 14:00:02 +08:00,2022-08-19 14:00:02 +08:00,2022-08-18 12:08:01 +08:00,
9228,9228,Processing,Minor,2022-08-18 02:07:04,Indeterminate,0,ALARM DATABASE UPLOAD IN PROGRESS,PLMN-PLMN/NTAS-s3tas01,NTAS,true,2022-08-18 02:07:40,WITHCANCEL,true,2022-08-18 02:07:40,system,,,,null,,,,146151,,,,,false,false,,false,1,58157948,2022-08-18 02:07:05,2022-08-18 02:07:04,,2022-08-18 02:07:04 +08:00,2022-08-18 02:07:04 +08:00,2022-08-18 02:07:40 +08:00,2022-08-18 02:07:40 +08:00,
4449047,9047,Communication,Critical,2022-08-18 02:04:37,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/NTAS-s3tas01,NTAS,true,2022-08-18 02:09:10,SYS_NE3SWS,true,2022-08-18 02:09:10,SYS_NE3SWS,,,,null,,,,,"30,000 milliseconds timeout on connection http-outgoing-4077892 [ACTIVE] [URL:http://10.108.156.97:8080/NE3S/1.0/]",,,,false,false,,false,1,58157908,2022-08-18 02:04:37,2022-08-18 02:04:37,,2022-08-18 02:04:37 +08:00,2022-08-18 02:04:37 +08:00,2022-08-18 02:09:10 +08:00,2022-08-18 02:09:10 +08:00,
9228,9228,Processing,Minor,2022-08-17 02:07:44,Indeterminate,0,ALARM DATABASE UPLOAD IN PROGRESS,PLMN-PLMN/NTAS-s3tas01,NTAS,true,2022-08-17 02:08:12,WITHCANCEL,true,2022-08-17 02:08:11,system,,,,null,,,,145903,,,,,false,false,,false,1,58121428,2022-08-17 02:07:44,2022-08-17 02:07:44,,2022-08-17 02:07:44 +08:00,2022-08-17 02:07:44 +08:00,2022-08-17 02:08:12 +08:00,2022-08-17 02:08:11 +08:00,
4449047,9047,Communication,Critical,2022-08-17 02:04:37,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/NTAS-s3tas01,NTAS,true,2022-08-17 02:09:10,SYS_NE3SWS,true,2022-08-17 02:09:10,SYS_NE3SWS,,,,null,,,,,HTTP response '504: Gateway Time-out' when communicating with http://10.108.156.97:8080/NE3S/1.0/NE3SOperationService [URL:http://10.108.156.97:8080/NE3S/1.0/],,,,false,false,,false,1,58121365,2022-08-17 02:04:38,2022-08-17 02:04:37,,2022-08-17 02:04:37 +08:00,2022-08-17 02:04:37 +08:00,2022-08-17 02:09:10 +08:00,2022-08-17 02:09:10 +08:00,
9228,9228,Processing,Minor,2022-08-16 02:06:59,Indeterminate,0,ALARM DATABASE UPLOAD IN PROGRESS,PLMN-PLMN/NTAS-s3tas01,NTAS,true,2022-08-16 02:07:38,WITHCANCEL,true,2022-08-16 02:07:38,system,,,,null,,,,145466,,,,,false,false,,false,1,58084164,2022-08-16 02:07:00,2022-08-16 02:06:59,,2022-08-16 02:06:59 +08:00,2022-08-16 02:06:59 +08:00,2022-08-16 02:07:38 +08:00,2022-08-16 02:07:38 +08:00,
4449047,9047,Communication,Critical,2022-08-16 02:04:39,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/NTAS-s3tas01,NTAS,true,2022-08-16 02:09:10,SYS_NE3SWS,true,2022-08-16 02:09:10,SYS_NE3SWS,,,,null,,,,,HTTP response '504: Gateway Time-out' when communicating with http://10.108.156.97:8080/NE3S/1.0/NE3SOperationService [URL:http://10.108.156.97:8080/NE3S/1.0/],,,,false,false,,false,1,58084114,2022-08-16 02:04:40,2022-08-16 02:04:39,,2022-08-16 02:04:39 +08:00,2022-08-16 02:04:39 +08:00,2022-08-16 02:09:10 +08:00,2022-08-16 02:09:10 +08:00,
16605480770790000022956,160610,Equipment,Minor,2022-08-15 15:21:14,Equipment Malfunction,315,Diameter Link Down,PLMN-PLMN/NTAS-s3tas01/SERVICE-dtd,SERVICE,true,2022-08-18 09:23:43,WITHCANCEL,true,2022-08-18 09:23:42,,,,,null,,,,,"{""specific_problem"": ""PoolType=dfed:PoolId=123:PoolMemberId=0:Resource_type=diamIndividualLink:diamType=Rf:diamAppInstId=0:diamRemoteIndex=1:linkDown"", ""additional_info"": ""Local IP address: 10.108.156.130 Remote FQDN: 10.108.29.33 Remote IP address and port: 10.108.29.33:3868   "", ""host"": ""s3tas01-dtd-1"", ""container"": ""bb0f28893d4a"", ""process"": ""dtd.elf""}",,,,false,false,,false,1,58066674,2022-08-15 15:21:17,2022-08-15 15:21:14,,2022-08-15 15:21:14 +08:00,2022-08-15 15:21:14 +08:00,2022-08-18 09:23:43 +08:00,2022-08-18 09:23:42 +08:00,
16605480771740000022957,160610,Equipment,Minor,2022-08-15 15:21:14,Equipment Malfunction,315,Diameter Link Down,PLMN-PLMN/NTAS-s3tas01/SERVICE-dtd,SERVICE,true,2022-08-18 09:23:43,WITHCANCEL,true,2022-08-18 09:23:42,,,,,null,,,,,"{""specific_problem"": ""PoolType=dfed:PoolId=125:PoolMemberId=0:Resource_type=diamIndividualLink:diamType=Rf:diamAppInstId=0:diamRemoteIndex=1:linkDown"", ""additional_info"": ""Local IP address: 10.108.156.129 Remote FQDN: 10.108.29.33 Remote IP address and port: 10.108.29.33:3868   "", ""host"": ""s3tas01-dtd-0"", ""container"": ""dae8795b16d1"", ""process"": ""dtd.elf""}",,,,false,false,,false,1,58066675,2022-08-15 15:21:18,2022-08-15 15:21:14,,2022-08-15 15:21:14 +08:00,2022-08-15 15:21:14 +08:00,2022-08-18 09:23:43 +08:00,2022-08-18 09:23:42 +08:00,
16605468288970000022953,160502,Processing,Minor,2022-08-15 15:00:27,Threshold Crossed,351,4xx Failure Rate Exceeded Thresholds,PLMN-PLMN/NTAS-s3tas01/SERVICE-pm-server,SERVICE,true,2022-08-15 15:05:23,WITHCANCEL,true,2022-08-15 15:05:22,,,,,null,,,,,"{""specific_problem: /NTAS-s3tas01/ContType-tafe/ST-sbl"": "", additional_info: CPI cpi4xxFailRate value 20.75 exceeds the threshold value of 20"", ""host"": ""s3tas01-reporting-0"", ""container"": ""bc1dde01419d"", ""process"": ""pmserver(48)""}",,,,false,false,,false,1,58066137,2022-08-15 15:00:29,2022-08-15 15:00:27,,2022-08-15 15:00:27 +08:00,2022-08-15 15:00:27 +08:00,2022-08-15 15:05:23 +08:00,2022-08-15 15:05:22 +08:00,
9228,9228,Processing,Minor,2022-08-15 02:08:12,Indeterminate,0,ALARM DATABASE UPLOAD IN PROGRESS,PLMN-PLMN/NTAS-s3tas01,NTAS,true,2022-08-15 02:08:30,WITHCANCEL,true,2022-08-15 02:08:29,system,,,,null,,,,145207,,,,,false,false,,false,1,58047997,2022-08-15 02:08:12,2022-08-15 02:08:12,,2022-08-15 02:08:12 +08:00,2022-08-15 02:08:12 +08:00,2022-08-15 02:08:30 +08:00,2022-08-15 02:08:29 +08:00,
4449047,9047,Communication,Critical,2022-08-15 02:04:39,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/NTAS-s3tas01,NTAS,true,2022-08-15 02:09:11,SYS_NE3SWS,true,2022-08-15 02:09:11,SYS_NE3SWS,,,,null,,,,,HTTP response '504: Gateway Time-out' when communicating with http://10.108.156.97:8080/NE3S/1.0/NE3SOperationService [URL:http://10.108.156.97:8080/NE3S/1.0/],,,,false,false,,false,1,58047922,2022-08-15 02:04:40,2022-08-15 02:04:39,,2022-08-15 02:04:39 +08:00,2022-08-15 02:04:39 +08:00,2022-08-15 02:09:11 +08:00,2022-08-15 02:09:11 +08:00,
